10,15,19,20,42,50,21,19,15,10
15,20,24,23,70,111,26,24,20,15
19,24,28,23,108,191,30,28,24,19
25,46,82,124,0,0,176,114,62,33
20,21,20,0,0,0,174,126,75,38
21,24,24,9,0,0,66,60,42,30
21,26,30,25,21,185,32,30,26,21
19,24,28,27,24,111,30,28,24,19
15,20,24,25,24,59,26,24,20,15
10,15,19,21,21,30,21,19,15,10
