8,12,15,15,21,14,15,15,12,8
12,16,19,18,32,14,16,19,16,12
15,18,20,13,37,0,6,17,17,14
20,23,33,26,0,0,0,15,16,15
16,17,16,0,0,0,7,19,19,16
16,19,19,7,0,0,11,19,19,16
16,19,21,14,7,0,13,18,18,15
15,19,22,21,19,16,22,22,19,15
12,16,19,19,19,17,20,19,16,12
8,12,15,16,16,16,16,15,12,8
