10,15,19,20,30,18,19,19,15,10
15,20,24,23,46,18,20,24,20,15
19,23,25,16,48,0,7,21,21,18
25,38,53,53,0,0,0,19,20,19
20,21,20,0,0,0,54,54,39,26
21,24,24,9,0,0,39,44,34,26
21,26,30,25,21,76,29,30,26,21
19,24,28,27,24,59,29,28,24,19
15,20,24,25,24,39,26,24,20,15
10,15,19,21,21,26,21,19,15,10
